job_id,depth,repeat,order_index,method,workers,population_kernels,sample_kernels,sampling,presentations,chunksize,elapsed_s,candidate_digest,trace_digest,valid_kernels,candidates,semantic_requests,policy_invocations,expanded_nodes,cache_hits,cache_hit_rate,peak_cache_entries,group_elapsed_p50_ms,group_elapsed_p95_ms,group_elapsed_max_ms,completed_at
depth-6-repeat-4-layerprobe_p8-w8,6,4,1,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,3.5468596999999136,8db0c27d46d77c1fc3c70a6af164c487559a3447761ea0e0ba302f09593e8f18,a2d464f16d7606c807c21714296ba7d79c6e21a297910edb25d3c566c4a10457,223,4014,79085,54225,3349810,24860,0.3143453246506923,186,0.2295500016771257,184.20000999685723,608.1350999884307,2026-07-25T02:35:58.969516+08:00
depth-2-repeat-4-kernel_memo_p8-w8,2,4,0,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,1.220458099996904,04daf7fc034416ded3f204c6587b980ed625474c89f385c0ecc9e1bcc877cbe8,cc862531c507fb83513934bb03f7ec39e3313cb2a20963b8229a7d99065ea9c1,223,4014,75354,75354,763801,0,0.0,0,0.2165000041713938,39.228349998302285,75.05200000014156,2026-07-25T02:36:01.360694+08:00
depth-2-repeat-4-layerprobe_p8-w8,2,4,1,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,0.9929323000105796,04daf7fc034416ded3f204c6587b980ed625474c89f385c0ecc9e1bcc877cbe8,cc862531c507fb83513934bb03f7ec39e3313cb2a20963b8229a7d99065ea9c1,223,4014,75354,50612,503141,24742,0.3283435517689837,183,0.21559999731834978,31.5794249989267,67.82379999640398,2026-07-25T02:36:01.360694+08:00
depth-0-repeat-5-layerprobe_p8-w8,0,5,0,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,0.6191198000014992,3ba5752f040bcbb1750ce88b6cad9918935a3c12ce41e1742cedc78c95334f96,b2e6335eda7898352901c0d9afe84b8a857c91f49a33c84f5c3a32c5ae99cf12,223,4014,71285,47674,0,23611,0.33121975170091883,190,0.2600500010885298,11.324299999978393,23.409500005072914,2026-07-25T02:36:02.779015+08:00
depth-0-repeat-5-kernel_memo_p8-w8,0,5,1,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,0.6090508000052068,3ba5752f040bcbb1750ce88b6cad9918935a3c12ce41e1742cedc78c95334f96,b2e6335eda7898352901c0d9afe84b8a857c91f49a33c84f5c3a32c5ae99cf12,223,4014,71285,71285,0,0,0.0,0,0.22120000357972458,11.121975002606629,20.573400004650466,2026-07-25T02:36:02.779015+08:00
depth-2-repeat-5-layerprobe_p8-w8,2,5,0,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,0.9724362999986624,04daf7fc034416ded3f204c6587b980ed625474c89f385c0ecc9e1bcc877cbe8,cc862531c507fb83513934bb03f7ec39e3313cb2a20963b8229a7d99065ea9c1,223,4014,75354,50612,503141,24742,0.3283435517689837,183,0.21430000197142363,30.406015006883536,60.3387000010116,2026-07-25T02:36:05.244575+08:00
depth-2-repeat-5-kernel_memo_p8-w8,2,5,1,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,1.3021650000009686,04daf7fc034416ded3f204c6587b980ed625474c89f385c0ecc9e1bcc877cbe8,cc862531c507fb83513934bb03f7ec39e3313cb2a20963b8229a7d99065ea9c1,223,4014,75354,75354,763801,0,0.0,0,0.27255000168224797,41.14431499401688,76.32950000697747,2026-07-25T02:36:05.244575+08:00
depth-4-repeat-5-layerprobe_p8-w8,4,5,0,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,1.8453750000044238,de567e73a76fe924108d0ea01b5a6f915acb5f28fad5dd6c877682cfa1b379f3,04425edd96b5f3b256591bfe7be1e4c0a5ee2128e32a009a80f9a148edd75b92,223,4014,77502,52794,1417442,24708,0.3188046760083611,184,0.2591500015114434,78.20966000144836,188.56189999496564,2026-07-25T02:36:09.680285+08:00
depth-4-repeat-5-kernel_memo_p8-w8,4,5,1,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,2.3938718999997946,de567e73a76fe924108d0ea01b5a6f915acb5f28fad5dd6c877682cfa1b379f3,04425edd96b5f3b256591bfe7be1e4c0a5ee2128e32a009a80f9a148edd75b92,223,4014,77502,77502,2166656,0,0.0,0,0.22555000032298267,101.4951400065911,218.63329999905545,2026-07-25T02:36:09.680285+08:00
depth-6-repeat-5-layerprobe_p8-w8,6,5,0,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,3.581727900003898,8db0c27d46d77c1fc3c70a6af164c487559a3447761ea0e0ba302f09593e8f18,a2d464f16d7606c807c21714296ba7d79c6e21a297910edb25d3c566c4a10457,223,4014,79085,54225,3349810,24860,0.3143453246506923,186,0.24009999469853938,179.59994499688037,613.2055999914883,2026-07-25T02:36:18.667318+08:00
